firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,subBusinessLine,competency,subCompetency
Celle,Papageno,Atkin,94-4105103,,patkinow@seattletimes.com,Female,23,22,"MedVantx, Inc.",CTH to FTE,Offer Accepted,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Giraud,Buddie,Shernock,29-2271653,,bshernockox@umich.edu,Male,11,14,REMEDYREPACK INC.,PDAT,Offer Accepted,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Shay,Holden,Stedmond,32-0926282,,hstedmondoy@unicef.org,Female,14,10,"La Prairie, Inc.",Vendor,Current Orderboard,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Domingo,Kiley,Beardsall,63-9863970,,kbeardsalloz@liveinternet.ru,Male,5,18,"NATURE REPUBLIC CO., LTD.",Vendor,Current Orderboard,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Franzen,Billie,Pittock,89-0862794,,bpittockp0@ucoz.ru,Male,10,3,AB7 Industries,Internal Mobility,Placed on Hold,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Mae,Moe,Barkus,55-8278884,,mbarkusp1@ebay.co.uk,Female,17,11,Cardinal Health,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Law,Lane,Chesman,40-7011922,,lchesmanp2@hugedomains.com,Male,25,3,American Sales Company,Vendor,Placed on Hold,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Dayna,Glenden,Fewster,99-0142145,,gfewsterp3@bizjournals.com,Female,18,10,"Caraco Pharmaceutical Laboratories, Ltd",Internal Mobility,Offer Accepted,FY20 P6,National,PROD STAFF,MS&P CIS,PaCS
Miller,Gerard,Baldi,39-8942715,,gbaldip4@usda.gov,Male,20,23,Rebel Distributors Corp.,Vendor,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Patrica,Caz,Heiden,08-8822951,,cheidenp5@aol.com,Female,23,4,CVS Pharmacy,PDAT,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Ilyssa,Christophorus,Penhearow,46-1729421,,cpenhearowp6@drupal.org,Female,21,21,"Antigen Laboratories, Inc.",CTH to FTE,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Orelle,Udell,Buckmaster,94-8138227,,ubuckmasterp7@washingtonpost.com,Female,15,4,Mylan Pharmaceuticals Inc.,Vendor,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,PaCS
Lois,Inness,Bransgrove,52-6276349,,ibransgrovep8@weibo.com,Female,10,25,Western Family Foods Inc,CTH to FTE,Placed on Hold,FY20 P5,National,PROD STAFF,MS&P CIS,PaCS
Farra,Kelley,Buckingham,57-5333249,,kbuckinghamp9@amazon.de,Female,1,18,Bryant Ranch Prepack,PDAT,Joined,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Blondelle,Euell,Stowell,91-7681084,,estowellpa@hatena.ne.jp,Female,13,3,"Carlsbad Technology, Inc.",Internal Mobility,Joined,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Brendan,Freemon,Darbey,95-9606065,,fdarbeypb@house.gov,Male,1,6,"C.O. Truxton, Inc.",Vendor,Placed on Hold,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Jacquelyn,Alonso,Penburton,29-0415554,,apenburtonpc@redcross.org,Female,11,2,Meda Pharmaceuticals Inc.,PDAT,Placed on Hold,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Rodrick,Lorne,Trayte,71-6811644,,ltraytepd@discuz.net,Male,12,23,REMEDYREPACK INC.,PDAT,Current Orderboard,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Elsi,Perry,Cosham,40-2515675,,pcoshampe@bluehost.com,Female,9,20,Merck Sharp & Dohme Corp.,Vendor,Current Orderboard,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Melita,Flynn,Dowall,31-2895192,,fdowallpf@w3.org,Female,6,5,Chain Drug Marketing Association,CTH to FTE,Current Orderboard,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Dorisa,Franky,Themann,70-4942875,,fthemannpg@opera.com,Female,21,9,"PhotoMedex, Inc.",CTH to FTE,Current Orderboard,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Danna,Olav,Westwater,33-6636965,,owestwaterph@goo.gl,Female,3,12,CLINIQUE LABORATORIES INC,CTH to FTE,Current Orderboard,FY20 P3,Forensic,PROD STAFF,MS&P CIS,AFES
Malvin,Winthrop,Gawkes,60-4005916,,wgawkespi@newsvine.com,Male,11,20,Perrigo New York Inc,Vendor,Current Orderboard,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Isidor,Maurie,Gilleon,50-0686111,,mgilleonpj@goo.gl,Male,17,7,WOCKHARDT USA LLC.,Vendor,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Lindsey,Mack,Branton,32-8449400,,mbrantonpk@booking.com,Female,20,17,Shionogi Inc,Vendor,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Ogdan,Patrick,Zuanazzi,04-1729654,,pzuanazzipl@mozilla.org,Male,3,15,"APP Pharmaceuticals, LLC",Internal Mobility,Joined,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Lucien,Price,Stockall,09-1918530,,pstockallpm@webmd.com,Male,10,5,Mylan Institutional Inc.,PDAT,Current Orderboard,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Sterne,Ignatius,Triggel,27-8567673,,itriggelpn@ibm.com,Male,7,24,"Glenmark Generics Inc., USA",Internal Mobility,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Mead,Gram,McIlenna,56-2286620,,gmcilennapo@census.gov,Female,7,20,RITE AID CORPORATION,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Cole,Cull,Tutchener,16-0600567,,ctutchenerpp@sfgate.com,Male,1,14,Jubilant HollisterStier LLC,Vendor,Current Orderboard,FY20 P5,National,PROD STAFF,MS&P CIS,ValueD
Jillie,Garret,Bambery,34-2727455,,gbamberypq@aol.com,Female,24,21,Apotheca Company,CTH to FTE,Placed on Hold,FY20 P3,National,PROD STAFF,MS&P CIS,ValueD
Elaina,Lindsey,Barok,52-8314704,,lbarokpr@mit.edu,Female,25,18,Jouer Cosmetics LLC,CTH to FTE,Placed on Hold,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Malinde,Dewain,MacLachlan,14-8995364,,dmaclachlanps@cafepress.com,Female,3,25,Supervalu Inc,CTH to FTE,Placed on Hold,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Keane,Sydney,Merrywether,87-0341924,,smerrywetherpt@theguardian.com,Male,17,5,"Greenbrier International, Inc.",Vendor,Offer Accepted,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Phillis,Darrel,Austick,16-9235389,,daustickpu@joomla.org,Female,2,23,Wockhardt Limited,Internal Mobility,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Clay,Caryl,Greatbanks,17-4641629,,cgreatbankspv@npr.org,Male,5,4,Cardinal Health,PDAT,Placed on Hold,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Cash,Simone,Housecroft,24-8228902,,shousecroftpw@cloudflare.com,Male,11,2,Lake Erie Medical DBA Quality Care Products LLC,Vendor,Placed on Hold,FY20 P3,National,PROD STAFF,MS&P CIS,ValueD
Vlad,Currie,Sprott,22-7013530,,csprottpx@yahoo.co.jp,Male,20,8,"Shopko Stores Operating Co., LLC",CTH to FTE,Current Orderboard,FY20 P5,National,PROD STAFF,MS&P CIS,ValueD
Jerri,Ad,Molyneaux,11-5409434,,amolyneauxpy@cdc.gov,Male,14,21,Teva Pharmaceuticals USA,Vendor,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Shaylah,Tedie,Caudelier,74-3520095,,tcaudelierpz@lycos.com,Female,25,4,"Paradigm, Inc.",CTH to FTE,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Cass,Drud,Darrell,79-0861142,,ddarrellq0@google.de,Female,4,23,Rebel Distributors Corp.,PDAT,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Nevin,Rollie,Winthrop,47-2017888,,rwinthropq1@hibu.com,Male,25,7,Major Pharmaceuticals,CTH to FTE,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Stan,Alic,Rait,59-7207783,,araitq2@trellian.com,Male,3,23,Cardinal Health,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,AFES
Angelico,Biron,Sirey,46-6194107,,bsireyq3@java.com,Male,13,9,Jubilant HollisterStier LLC,PDAT,Current Orderboard,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Ashby,Hilary,Casterou,47-3642722,,hcasterouq4@businessweek.com,Male,14,16,Laboratorios Quantium LLC,Internal Mobility,Current Orderboard,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Ad,Ambrose,Layus,17-9781676,,alayusq5@stumbleupon.com,Male,11,15,"Living Well Remedies, LLC",Vendor,Offer Accepted,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Iggy,Nathan,Wyeld,70-6324457,,nwyeldq6@timesonline.co.uk,Male,14,2,H E B,Vendor,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Bevan,Franz,Simmens,59-8257546,,fsimmensq7@google.pl,Male,14,12,"WOONSOCKET PRESCRIPTION CENTER,INCORPORATED",Internal Mobility,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Briano,Arch,Tonn,63-2849313,,atonnq8@deliciousdays.com,Male,4,24,Meijer Distribution Inc,Vendor,Joined,FY20 P3,National,PROD STAFF,MS&P CIS,PaCS
Pace,Ignatius,Gribbin,43-4410863,,igribbinq9@myspace.com,Male,9,9,"Pack Pharmaceuticals, LLC",Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Tabina,Borg,Schimmang,69-7611693,,bschimmangqa@bloglovin.com,Female,12,20,ALDI INC.,Vendor,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Tam,Gus,Seear,85-3886023,,gseearqb@uiuc.edu,Male,23,11,"Physicians Total Care, Inc.",Vendor,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Karlan,Lloyd,Wordsley,42-3260076,,lwordsleyqc@sbwire.com,Male,9,18,Alembic Pharmaceuticals Limited,CTH to FTE,Current Orderboard,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Simonne,Sheffie,Wheway,89-4578934,,swhewayqd@cnet.com,Female,17,21,Bryant Ranch Prepack,CTH to FTE,Offer Accepted,FY20 P4,Forensic,PROD STAFF,MS&P CIS,ValueD
Loretta,Ferdinand,Bellworthy,11-5421221,,fbellworthyqe@webeden.co.uk,Female,19,13,H E B,CTH to FTE,Current Orderboard,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Irma,Bendick,Mammatt,12-9450963,,bmammattqf@princeton.edu,Female,13,16,"Nelco Laboratories, Inc.",Vendor,Joined,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Cassie,Darin,Blais,05-4294988,,dblaisqg@squidoo.com,Male,3,12,Hikma Pharmaceutical,PDAT,Joined,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Orv,Read,Boulstridge,63-4726629,,rboulstridgeqh@ycombinator.com,Male,9,24,L Perrigo Company,CTH to FTE,Offer Accepted,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Giavani,Leicester,Ogilvy,11-5786942,,logilvyqi@homestead.com,Male,25,19,"International Medication Systems, Limited",PDAT,Placed on Hold,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Saw,Boonie,Cottis,84-6822752,,bcottisqj@wiley.com,Male,21,8,"Acella Pharmaceuticals, LLC",CTH to FTE,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Missie,Dallas,Kedslie,09-4214458,,dkedslieqk@princeton.edu,Female,21,1,"Nelco Laboratories, Inc.",Vendor,Joined,FY20 P2,National,PROD STAFF,MS&P CIS,PaCS
Lon,Paten,Devonald,58-5796328,,pdevonaldql@naver.com,Male,22,8,Procter & Gamble Manufacturing Company,Vendor,Offer Accepted,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Alvira,Barry,Alvaro,81-8763657,,balvaroqm@clickbank.net,Female,10,10,"Hospira, Inc.",Internal Mobility,Offer Accepted,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Flo,Tyrone,Casetta,59-6169484,,tcasettaqn@dion.ne.jp,Female,18,12,REMEDYREPACK INC.,PDAT,Current Orderboard,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Lay,Adolf,Hellsdon,98-5465281,,ahellsdonqo@surveymonkey.com,Male,1,2,"Physicians Total Care, Inc.",PDAT,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Brett,Dag,Broschek,34-0107950,,dbroschekqp@hc360.com,Male,17,3,"Antigen Laboratories, Inc.",PDAT,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Nikita,Worthy,Mattocks,87-3102609,,wmattocksqq@bloomberg.com,Male,22,9,HyVee Inc,Internal Mobility,Current Orderboard,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Jeremy,Shaw,Agus,35-1911131,,sagusqr@list-manage.com,Male,5,23,"Roxane Laboratories, Inc.",PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Lilian,Sinclair,Rose,07-3234658,,sroseqs@cpanel.net,Female,7,20,Teva Pharmaceuticals USA Inc,Internal Mobility,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Artair,Fidelio,Borrows,68-6859396,,fborrowsqt@zdnet.com,Male,16,20,Uriel Pharmacy Inc.,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Adrea,Rolph,Drinkale,28-2533075,,rdrinkalequ@zimbio.com,Female,21,21,Aspen Air US Corp,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Giustino,Fletcher,Harby,13-5188192,,fharbyqv@google.co.jp,Male,22,24,Cardinal Health,Internal Mobility,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Othella,Andrew,Pieterick,91-8548132,,apieterickqw@arizona.edu,Female,25,19,REMEDYREPACK INC.,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Travus,Penn,Paulou,11-4120703,,ppaulouqx@harvard.edu,Male,12,13,A-S Medication Solutions LLC,CTH to FTE,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,ValueD
Margaretta,Nicola,Leroux,25-2835715,,nlerouxqy@ebay.co.uk,Female,9,22,"Family Dollar Services, Inc.",CTH to FTE,Current Orderboard,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Andie,Francis,Peasegod,34-3827158,,fpeasegodqz@tinyurl.com,Female,4,9,Jubilant HollisterStier LLC,Vendor,Current Orderboard,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Niven,Reggis,Phelipeau,46-3644366,,rphelipeaur0@google.com.br,Male,7,8,"H.J. Harkins Company, Inc.",PDAT,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Janela,Kellen,Hatfull,67-6493453,,khatfullr1@home.pl,Female,21,15,"Upsher-Smith Laboratories, Inc.",CTH to FTE,Placed on Hold,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Carmencita,Ulrich,Favill,51-7963024,,ufavillr2@angelfire.com,Female,7,7,Supernus,PDAT,Current Orderboard,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Naomi,Vance,Swedeland,55-1919800,,vswedelandr3@mapy.cz,Female,9,10,"Hospira, Inc.",PDAT,Current Orderboard,FY20 P3,National,PROD STAFF,MS&P CIS,ValueD
Layton,Garrick,Bolding,30-9684625,,gboldingr4@usgs.gov,Male,22,12,Rebel Distributors Corp,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Juliann,Brodie,Lillo,76-6184251,,blillor5@illinois.edu,Female,23,13,SHISEIDO AMERICAS CORPORATION,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Wendell,Erie,Ginnelly,47-4326955,,eginnellyr6@fotki.com,Male,10,14,Guna spa,PDAT,Current Orderboard,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Cornie,Washington,Tombleson,52-9323372,,wtomblesonr7@webeden.co.uk,Female,16,1,"ZymoGenetics, Inc.",CTH to FTE,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Jehanna,Gabby,Leppo,89-4991679,,gleppor8@twitpic.com,Female,16,20,Kmart Corporation,PDAT,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Spenser,Lin,Adaway,21-8664627,,ladawayr9@people.com.cn,Male,4,15,"Beacon Promotions, Inc.",Internal Mobility,Placed on Hold,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Forrester,Peter,Pengelley,29-6402312,,ppengelleyra@devhub.com,Male,5,12,"Personal Care Products, Inc.",Internal Mobility,Current Orderboard,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Eduard,Niel,Haffard,89-6277021,,nhaffardrb@yolasite.com,Male,23,24,"Amneal-Agila, LLC",PDAT,Joined,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Naomi,Tedman,Callaby,00-0113006,,tcallabyrc@people.com.cn,Female,18,20,West-ward Pharmaceutical Corp.,Vendor,Joined,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Isidoro,Waiter,Angeau,45-5010223,,wangeaurd@ebay.co.uk,Male,16,5,"Accra-Pac, Inc.",PDAT,Current Orderboard,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Graig,Koenraad,Bratton,02-1320935,,kbrattonre@blog.com,Male,11,19,Ecolab Inc.,PDAT,Current Orderboard,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Goober,Jerry,Rowden,26-1188554,,jrowdenrf@elegantthemes.com,Male,3,3,REMEDYREPACK INC.,Vendor,Current Orderboard,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Charla,Matthew,Behnen,92-8561969,,mbehnenrg@lulu.com,Female,11,24,Contract Pharmacy Services-PA,PDAT,Placed on Hold,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Cornie,Kale,Brunetti,72-9567222,,kbrunettirh@digg.com,Female,14,13,Sandoz Inc,Vendor,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Winnah,Boyce,Heijnen,90-3865252,,bheijnenri@technorati.com,Female,21,6,Safeway,CTH to FTE,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Marji,Hersh,Thying,50-2396953,,hthyingrj@redcross.org,Female,8,24,Cardinal Health,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Derick,Eugen,Malmar,66-8232142,,emalmarrk@is.gd,Male,1,18,Terumo BCT Ltd,PDAT,Current Orderboard,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Dulci,Samuel,Ferreira,80-1892156,,sferreirarl@ehow.com,Female,14,18,Dukal Corporation,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Cassius,Alfredo,Izakov,26-3426275,,aizakovrm@yellowbook.com,Male,8,11,Legacy Pharmaceutical Packaging,Vendor,Current Orderboard,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Merci,Burtie,Isaacs,06-9839189,,bisaacsrn@cnn.com,Female,15,11,Apollo Health and Beauty Care,Vendor,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Lukas,Nappie,Groveham,85-2534273,,ngrovehamro@bbb.org,Male,14,7,STAT Rx USA LLC,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Tiffi,Godwin,Gong,56-0786505,,ggongrp@rakuten.co.jp,Female,13,18,B. Braun Medical Inc.,Internal Mobility,Joined,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Homer,Berk,Uppett,18-6299181,,buppettrq@nature.com,Male,7,5,McKesson,Vendor,Offer Accepted,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Brennen,Lukas,Quickfall,49-5254512,,lquickfallrr@wiley.com,Male,21,5,Qualitest Pharmaceuticals,Vendor,Placed on Hold,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
