firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Henderson,Lorna,O'Dempsey,202-45-8044,290-89-6013,lodempseyqa@nationalgeographic.com,Male,8,16,Violet,Referral,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Claiborn,Lydie,Coetzee,309-05-6861,581-37-8851,lcoetzeeqb@gnu.org,Male,15,13,Red,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Zola,Elsie,Venditto,573-08-0776,771-01-1232,evendittoqc@shinystat.com,Female,20,12,Orange,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Mozes,Pammi,Oolahan,792-17-8862,751-96-9235,poolahanqd@thetimes.co.uk,Male,11,5,Goldenrod,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Clarissa,Belia,Heathfield,469-99-1788,826-27-2408,bheathfieldqe@amazon.co.uk,Female,13,1,Pink,CTH to FTE,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Cordy,Leanna,Gladwish,793-78-2198,463-79-7173,lgladwishqf@google.pl,Female,14,19,Indigo,Net Sourcing,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Cullan,Marja,Dolan,471-49-3478,617-81-2153,mdolanqg@dyndns.org,Male,1,13,Green,Vendor,Joined,FY20 P1,National,PROD STAFF,MS&P LRA,TrueView
Vinita,Genna,Broschek,627-83-0597,120-31-1520,gbroschekqh@jalbum.net,Female,3,9,Purple,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Karin,Kerrill,Gilluley,564-33-6778,598-82-7926,kgilluleyqi@fema.gov,Female,20,14,Teal,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
L;urette,Darla,Conybear,239-95-8713,637-74-1947,dconybearqj@issuu.com,Female,2,12,Fuscia,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Mathe,Clarissa,Sword,700-73-9179,113-56-1363,cswordqk@artisteer.com,Male,17,16,Khaki,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Veronika,Nerta,Lesurf,532-97-4947,474-19-3746,nlesurfql@geocities.com,Female,12,3,Purple,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,D3,SQL DBA
Hector,Chris,Moysey,377-45-8409,668-49-6921,cmoyseyqm@google.com,Male,6,11,Puce,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Johanna,Florry,Babb,442-09-5501,171-19-4451,fbabbqn@slideshare.net,Female,9,14,Green,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Salli,Gwen,Rydzynski,271-72-6385,444-24-6567,grydzynskiqo@unesco.org,Female,20,4,Orange,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Beatrice,Wynne,Jerschke,109-17-1314,729-08-2614,wjerschkeqp@psu.edu,Female,6,4,Khaki,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Howard,Bird,Elia,226-15-6925,134-65-6000,beliaqq@lycos.com,Male,12,15,Goldenrod,PDAT,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,QSpace
Gal,Alessandra,Bremeyer,794-68-6025,748-20-7913,abremeyerqr@ifeng.com,Male,4,15,Turquoise,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,QSpace
Banky,Lindi,Meikle,448-44-4503,416-19-0747,lmeikleqs@icio.us,Male,6,18,Goldenrod,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,PaCS
Humbert,Rivy,Teaze,326-08-9512,730-89-7104,rteazeqt@nifty.com,Male,7,20,Crimson,CTH to FTE,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Aldwin,Babbie,Leek,532-82-6100,724-70-5181,bleekqu@nhs.uk,Male,1,16,Mauv,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Conrado,Cherlyn,Riddick,626-66-0194,751-99-7910,criddickqv@w3.org,Male,11,9,Yellow,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Miles,Devan,Brands,146-34-5826,594-24-4412,dbrandsqw@purevolume.com,Male,15,4,Indigo,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Elisha,Dulcy,Hansman,616-41-8194,453-06-6543,dhansmanqx@mapy.cz,Male,14,13,Yellow,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Krispin,Lissie,Lumpkin,231-89-6259,629-44-7096,llumpkinqy@answers.com,Male,20,3,Maroon,Referral,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Gerhardine,Lanna,Geggus,831-70-6843,749-55-4427,lgeggusqz@issuu.com,Female,4,15,Blue,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Rossy,Bella,Mitchall,668-29-0991,858-72-3193,bmitchallr0@plala.or.jp,Male,6,13,Violet,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Niven,Aurelie,Carlozzi,600-43-0567,574-12-2791,acarlozzir1@soup.io,Male,16,10,Crimson,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Garrard,Cam,Lundberg,445-96-6551,258-26-9375,clundbergr2@webnode.com,Male,20,8,Orange,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Chrissie,Lisette,Janoch,229-42-3575,857-45-8834,ljanochr3@hexun.com,Female,14,20,Goldenrod,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Dniren,Annabelle,Dunderdale,276-12-4638,828-33-1708,adunderdaler4@springer.com,Female,13,3,Green,Net Sourcing,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Belicia,Kirbie,Zini,471-40-1108,889-13-0394,kzinir5@godaddy.com,Female,5,10,Teal,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Kathie,Denna,Tousy,500-11-1577,688-25-4348,dtousyr6@alexa.com,Female,6,17,Puce,Referral,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Chrystel,Minnie,Wade,133-62-7938,146-14-7269,mwader7@networkadvertising.org,Female,18,15,Maroon,PDAT,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Conrade,Kassia,Mullins,636-25-8272,231-23-5760,kmullinsr8@weather.com,Male,13,5,Violet,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Josefina,Bianka,Tradewell,621-66-2274,129-39-9675,btradewellr9@time.com,Female,14,20,Khaki,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Pren,Vina,Sieur,210-77-8575,640-31-4102,vsieurra@sourceforge.net,Male,16,13,Yellow,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Jobye,Callie,Legen,566-69-0645,828-43-6777,clegenrb@java.com,Female,6,3,Fuscia,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P LRA,TrueView
Elliot,Emmalynn,Sand,504-55-1623,131-39-6356,esandrc@apple.com,Male,7,2,Mauv,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Guido,Marci,Featherstonehaugh,711-04-4750,735-21-3547,mfeatherstonehaughrd@ucoz.ru,Male,7,6,Khaki,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,MS&P,QSpace
Weston,Peria,Philpots,697-72-7017,630-60-1113,pphilpotsre@princeton.edu,Male,16,16,Crimson,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Marielle,Selina,Kyberd,629-90-7483,738-35-3591,skyberdrf@sakura.ne.jp,Female,12,2,Purple,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Mirabel,Dulcie,Dreinan,377-03-2993,488-69-5202,ddreinanrg@squidoo.com,Female,8,17,Fuscia,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Salim,Drucie,Storrie,827-64-7693,181-53-3545,dstorrierh@virginia.edu,Male,7,4,Teal,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Albert,Ludovika,Physic,495-65-7984,734-88-5082,lphysicri@indiegogo.com,Male,10,7,Goldenrod,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Eba,Lyndy,Bakhrushin,891-79-7793,589-47-7945,lbakhrushinrj@sakura.ne.jp,Female,12,3,Turquoise,PDAT,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Janeen,Andromache,Giorgio,486-07-5840,739-85-4618,agiorgiork@nydailynews.com,Female,19,18,Blue,Internal Mobility,Joined,FY20 P1,Forensic,PROD STAFF,MS&P CIS,PaCS
Roma,Chicky,Glencorse,796-58-2736,451-89-7760,cglencorserl@mapquest.com,Male,18,1,Yellow,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P LRA,TrueView
Austin,Christi,Scrinage,619-64-2579,461-25-4063,cscrinagerm@tiny.cc,Female,11,11,Fuscia,Referral,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Olivier,Shanda,Egleton,151-05-5195,216-79-9498,segletonrn@rediff.com,Male,18,13,Crimson,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Jephthah,Ola,Kelmere,281-79-5398,626-01-2027,okelmerero@51.la,Male,5,11,Yellow,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,QSpace
Lindon,Lexie,Hayworth,160-53-3297,530-46-5647,lhayworthrp@nature.com,Male,17,13,Red,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,QSpace
Querida,Georgia,Narducci,386-16-2905,347-01-0633,gnarduccirq@oaic.gov.au,Female,11,13,Goldenrod,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,MS&P LRA,TrueView
Allister,Bertie,Buckell,775-61-6016,816-81-7378,bbuckellrr@loc.gov,Male,8,17,Turquoise,CTH to FTE,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
